name,alias(es),birthdate,deathdate,id 
"Gray, James M. (James Martin)","['Gray, James Martin']",1851,1935,18923
"Nordmann, Charles",[],1881,1940,18924
"Delany, Samuel R.","['Delaney, Samuel R.', 'Delany, Chip']",1942,,18925
"Flick, Alexander Clarence",[],1869,1942,18926
"Deane, P. E. (Percival Edgar)","['Deane, Percival Edgar', 'Deane, Percy']",1890,1946,18927
"Barrett, James W. (James William), Sir","['Barrett, James William, Sir']",1862,1945,18928
"Sager, Matilda","['Delaney, Matilda J. Sager, Mrs.', 'Delaney, Matilda Jane Sager']",1839,1928,18929
"Bernhard, Duke of Saxe-Weimar-Eisenach","['Bernard, Duke of Saxe-Weimar-Eisenach', 'Carl Bernhard, Duke of Saxe-Weimar-Eisenach', 'Charles Bernard, Duke of Saxe-Weimar-Eisenach', 'Karl Bernhard, Duke of Saxe-Weimar-Eisenach', 'Saxe-Weimar-Eisenach, Karl Bernhard, Duke of']",1792,1862,18930
"Martin, Charlotte M.",[],,,18931
"Martin, Benjamin Ellis",[],,1909,18932
"Hossfeld, C.",[],,,18933
"Cornett, W. N. (William N.)","['Cornett, William N.']",,,18934
"Wray, J. Jackson (James Jackson)","['Charles, Quintus', 'Wray, James Jackson']",1832,1892,18935
"Warren, George Henry",[],,,18936
"Revell, James",[],,,18937
"Webster, David, of Edinburgh",[],,,18938
"Collins, Joseph",[],1866,1950,18939
"Mein, Will G.","['Mein, W. G.', 'Mein, William Gordon']",1868,1939,18940
"Perry, Arthur Latham","['Perry, A. L. (Arthur Latham)']",1830,1905,18941
"Lockwine, Alexandra Agusta Guttman","['Lockwine, Alexandra G.']",1863,,18942
"Austin, William E.",[],,,18943
De Bieler,"['Bieler, de']",,,18944
Gambard,[],,,18945
"Stetson, Augusta Rice",[],,,18946
"Nixon, Oliver W. (Oliver Woodson)","['Nixon, Oliver Woodson']",1825,1905,18947
"Higgins, Aileen Cleveland","['Sinclair, Aileen', 'Sinclair, John Archibald, Mrs.']",1882,,18948
"Broadbridge, James",[],,,18949
"Pontini, Antonio",[],1832,1918,18950
"Marinelli, Olinto",[],1874,1926,18951
"Renauld, Charles",[],,,18952
"Elliot, William",[],1803,,18953
"Serjeant, Constancia","['Serjeant, Constance']",,,18954
"Scott, Greenwood & Co.","['Scott, Greenwood and Company']",,,18955
"Thakura, Dvijendranatha","['Dvijendranatha Thakura', 'Tagore, Dwijendranath', 'Thakura, Dvijendra Natha']",1840,1926,18956
"Ross, Andrew",[],,,18957
"Benitez, Conrado O.",[],1889,,18958
"Frost, Thomas",[],1821,1908,18959
"Skidmore, Thornton D.","['Skidmore, T. D.']",1884,1956,18960
"Deharme, E. (Ernest)","['Deharme, Ernest']",1837,,18961
"Marie, Adrien-Emmanuel","['Marie, A. (Adrien)', 'Marie, E. (Emmanuel)']",1848,1891,18962
"Jahandier, A.",[],,,18963
"Sullivan, Edward, Sir",[],1852,1928,18964
"Seth-Smith, C. E.",[],,,18965
Watson. G. L. (George Lennox),[],1851,1904,18966
"McFerran, James",[],,,18967
"Middleton, T. B.",[],,,18968
"Blake, G. L.",[],,,18969
"Coleridge, Herbert",[],1830,1861,18970
"Black, Alexander",[],1859,1940,18971
"Ostrander, Stephen M.","['Ostrander, Stephen']",,,18972
"Platts, John","['Platt, I.', 'Platts, I.', 'Platts, J. (John)']",1775,1837,18973
"Segalen, Victor","['Anely, Max', 'Anély, Max']",1878,1919,18974
"Jenkins, Elinor",[],,,18975
"Rogers, Robert W. (Robert Wells)",[],1873,,18976
"Gill, Henry Joseph","['Gill, Henry J.']",1836,1903,18977
"Rebière, A. (Alphonse)","['Rebiere, A. (Alphonse)', 'Rebière, Alphonse']",1842,1901,18978
"Andrews, Silas M. (Silas Milton)","['Andrews, Silas Milton']",1805,1881,18979
"Pike, James","['Pike, Corporal']",1834,1867,18980
"Edwards, William Seymour",[],1856,1915,18981
"Phillimore, Lucy",[],,,18982
"Case, Carleton B. (Carleton Britton)","['Case, Carleton Britton']",1857,,18983
"Ali, Mohammed",[],,,18984
"Flynn, William J. (William James)",[],1867,,18985
"North, Grace May",[],1876,,18986
"LeMaitre, W.",[],,,18987
"Sebesi, Jób","['Sebesi, Job']",1860,1894,18988
"Kriza, János","['Kriza, Janos']",1811,1875,18989
"Orbán, Balázs","['Orban, Balazs']",1830,1890,18990
"Westergaard, Waldemar","['Westergaard, Waldemar Christian']",1882,1963,18991
"Johnson, Morris",[],,,18992
"Semple, Elizabeth, active 1804-1816",[],,,18993
"Sandham, Elizabeth",[],,,18994
"Johnson, A. H. (Arthur Henry)","['Johnson, Arthur Henry']",1845,1927,18995
"Jiménez, Pedro",[],,,18996
"Rivier, A.",[],,,18997
"Solomos, Dionysios","['Σολωμός, Διονύσιος']",1798,1857,18998
"Draper, John William",[],1893,,18999
"Bourges, Elémir","['Bourges, Elemir', 'Bourges, Élémir']",1852,1925,19000
"Sturgeon, Mary C.",[],,,19001
"Bagwell, Richard",[],1840,1918,19002
"Bryennios, Philotheos","['Vryennios, Philotheos']",1833,1917,19003
"Hitchcock, Roswell D. (Roswell Dwight)","['Hitchcock, Roswell Dwight']",1817,1887,19004
"Brown, Francis",[],1849,1916,19005
"Fuess, Claude Moore","['Fuess, Claude M. (Claude Moore)']",1885,1963,19006
"Sanborn, Henry Nichols","['Sanborn, Henry N.']",1879,1926,19007
"Winsor, Justin",[],1831,1897,19008
"Frost, Frederick J. Tabor",[],,,19009
"Arnold, Channing",[],,,19010
"Bovet, Marie-Anne de","['Bovet, Marie Anne de', 'De Bovet, Marie-Anne']",,,19011
"Goulding, F. R. (Francis Robert)","['Goulding, Francis Robert']",1810,1881,19012
"Chambers, C. Haddon (Charles Haddon)","['Chambers, Charles Haddon', 'Chambers, Haddon']",1860,1921,19013
"Kóbor, Tamás","['Kobor, Tamas']",1867,1942,19014
"Norrie, H. S.",[],,,19015
"Teakle, Thomas",[],,,19016
"Seiler, Emma",[],1821,1887,19017
"Clarke, Joseph Thacher","['Clarke, J. T. (Joseph Thacher)']",,1920,19018
"Reber, Franz von","['Reber, Franz', 'Von Reber, Franz']",1834,1919,19019
"Sleigh, W. W. (William Willcocks)","['Sleigh, William Willcocks']",1796,,19020
"Smet, Pierre-Jean de","['Blackrobe', 'De Smet, Father (Pierre-Jean)', 'De Smet, Pierre-Jean', 'DeSmet, Pierre-Jean']",1801,1873,19021
"Ionides, Cyril",[],,,19022
"Atkins, J. B. (John Black)","['Atkins, John Black']",1871,1954,19023
"Mailand, Oszkár","['Mailand, Oszkar']",1858,1924,19024
"Vargha, Gyula",[],1853,1929,19025
"Johnstone, Arthur",[],1861,1904,19026
"Reece, Henry",[],,,19027
"Chapman, W. F.",[],,,19028
"Warford, Aaron A.",[],,,19029
"Hotten, John Camden","['Hotten, J. C. (John Camden)', 'Hotten, J. W. (John William)', 'Hotten, John William', 'Hottin, J. C. (John Camden)', 'London antiquary', 'Sylvester, Joshua', 'Sylvestre, Joshua', 'Taylor, Theodore']",1832,1873,19030
"Chittenden, Hiram Martin","['Chittenden, Hiram M. (Hiram Martin)']",1858,1917,19031
Carey & Hart,"['Carey and Hart', 'E. L. Carey & A. Hart']",,,19032
"Niblo, George",[],,,19033
"Strong, Grace Cooke",[],,,19034
"Maxwell, Hu",[],1860,1927,19035
"Gibson, Henry H.",[],1855,,19036
"Barnard, Frederick","['Barnard, F. (Frederick)', 'Barnard, Fred. (Frederick)']",1846,1896,19037
"Dussieux, L. (Louis)","['Dussieux, Louis']",1815,1894,19038
"Jameson, Robert",[],1774,1854,19039
"Lewins, William",[],,,19040
"Allen, Willis Boyd",[],1855,1938,19041
"Luros, Milton","['Rosenblatt, Milton Louis']",1911,1999,19042
"Bradley, A. G. (Arthur Granville)","['Bradley, A.G.', 'Bradley, Arthur Granville']",1850,1943,19043
"Macklin, Alys Eyre",[],,,19044
"Thomson, Thomas",[],1817,1878,19045
"Storer, Edward","['Storer, Edward A. (Edward Augustine)']",1880,1944,19046
"Livingstone, Arthur",[],,,19047
"Brown, W. L.",[],,,19048
"Hewett, Bertram Henry Majendie","['Hewett, B. H. M.']",,,19049
"Hanson, Joseph Mills",[],1876,,19050
"Norton, John W.",[],,,19051
"Peake, Harvey",[],,,19052
"Aspell, S.",[],,,19053
"O'Hara, John Myers",[],1870,1944,19054
"Wills, C. J. (Charles James)","['Wills, Charles James']",1842,1912,19055
"Routledge, Edmund",[],1843,1899,19056
"Kervyn de Lettenhove, Joseph Marie Bruno Constantin, Baron","['Lettenhove, Constantine Bruno Kervyn de', 'Lettenhove, Joseph Marie Bruno Constantin, Baron Kervyn de']",1817,1891,19057
"Cutts, Edward Lewes","['Cutts, E. L. (Edward Lewes)']",1824,1901,19058
"Oldham, Thomas",[],,,19059
Catholic Colonization Bureau,['Catholic Colonization Bureau of Minnesota'],,,19060
"Ireland, John",[],1838,1918,19061
"Horton, Robert F. (Robert Forman)","['Horton, R. F. (Robert Forman)', 'Horton, Robert Forman']",1855,1934,19062
"Boisjoslin, Jacques de",[],,,19063
"Mossé, George","['Mosse, George']",,,19064
"Majors, Alexander",[],1814,1900,19065
"Bresadola, Giacomo",[],1847,1929,19066
"Ryan, Charles S. (Charles Snodgrass)",[],1853,1926,19067
"Sandes, John",[],1863,,19068
"Nutt, Alfred Trübner","['Nutt, Alfred Trubner']",1856,1910,19069
A.L. Bancroft & Company,"['A.L. Bancroft and Company', 'Bancroft & Company', 'Bancroft, A. L., & Co., pub.']",,,19070
"Loeb, Henri",[],1885,,19071
"Chorier, Nicolas","['Cholier, Nicolas', 'Chorerius, Nicolaus', 'Chorier, Monsieur (Nicolas)', 'Chorier, Nicholas', 'Chorier, Nicolaus', 'Chorier, Sieur (Nicolas)']",1612,1692,19072
"Sigea, Luisa","['Cuevas, Luisa Sigea de', 'De Cuevas, Luisa Sigea', 'De Velasco, Luisa Sigea', 'Sigea, Aloisia', 'Sigeia, Luísa', 'Sigéa, Luiza', 'Velasco, Luisa Sigea de']",,,19073
"Meurs, Johannes van","['Meurs, Jan van', 'Meursius, Io. (Iohannes)', 'Meursius, Joannes', 'Meursius, Joannes, the Elder', 'Meursius, Johannes', 'Van Meurs, Johannes']",1579,1639,19074
"Woodward, R. Pitcher (Robert Pitcher)","['Woodward, Robert Pitcher']",,,19075
"Blunt, Anne, Lady","['Wentworth, Anne Isabella Noel (King Noel) Blunt, baroness']",1837,1917,19076
"Cajori, Florian",[],1859,1930,19077
"Shortland, Edward",[],1812,1893,19078
"Theilhaber, Felix A. (Felix Aaron)","['Theilhaber-Berlin, Felix A.']",1884,,19079
"Wick, Barthinius L. (Barthinius Larson)","['Wick, B. L. (Barthinius Larson)']",1864,1947,19080
"Brooks, Van Wyck",[],1886,1963,19081
Delphian Society,"['Society, Delphian', 'Society, The Delphian']",,,19082
"Hamilton-Browne, G.","['Hamilton-Browne, George']",,,19083
"Beach, Belle",[],,,19084
"Schultz, James Willard","['Apikuni', 'Far Off White Robe', 'Schultz, J. W. (James Willard)', 'Spotted Robe']",1859,1947,19085
"Williston, Samuel",[],1861,1963,19086
"Currier, Richard D. (Richard Dudley)",[],1877,,19087
"Hill, Richard William","['Hill, Richard W.']",1878,1947,19088
"Szabó, Károly","['Szabo, Karoly']",,,19089
"Mostyn, Walter",[],,,19090
"Gooch, Richard",['Socius'],1791,1849,19091
"Schmeckebier, Laurence Frederick","['Schmeckebier, L. F. (Laurence Frederick)', 'Schmeckebier, Laurence F. (Laurence Frederick)']",1877,1959,19092
"Milligan, William",[],1821,1893,19093
"Antona-Traversi, Camillo",[],1857,1934,19094
"Stokes, George Thomas","['Stokes, G. T. (George Thomas)']",1843,1898,19095
"Aldin, Cecil","['Aldin, Cecil Charles Windsor']",1870,1935,19096
"Desnoyers, Louis","['Derville, M.']",1805,1868,19097
"Donath-van der Scheer, Mevr.",['Adona'],,,19098
"Buckland, James",[],,,19099
"Netscher, Adriaan David van der Gon","['Netscher, A. D. van der gon']",,,19100
"Hubert van Beusekom, Anna Christina Helena",[],1882,1926,19101
"Bavinck, Herman","['Bavinck, H. (Herman)']",1854,1921,19102
"Móricz, Zsigmond","['Moricz, Zsigmond']",1879,1942,19103
"Dix, Irving Sidney",[],1880,1948,19104
"Oláh, Gábor","['Olah, Gabor']",1881,1942,19105
"Lumby, J. Rawson (Joseph Rawson)","['Lumby, Joseph Rawson']",1831,1895,19106
"MacDonald, James Ramsay","['MacDonald, J. Ramsay (James Ramsay)', 'MacDonald, Ramsay']",1866,1937,19107
"Adams, Morley",[],,,19108
"Strathcona and Mount Royal, Donald Alexander Smith, Baron","['Mount Royal, Donald Alexander Smith, Baron Strathcona and', 'Royal, Donald Alexander Smith, Baron Strathcona and Mount', 'Smith, Donald Alexander, Baron Strathcona and Mount Royal', 'Strathcona and Mount Royal, Lord']",1820,1914,19109
"Bruno, Guido",[],1884,1942,19110
"Keller, Elizabeth Leavitt",[],1839,,19111
"Deeping, Warwick","['Deeping, George Warwick']",1877,1950,19112
"Elwell, Robert Farrington","['Elwell, R. Farrington (Robert Farrington)']",1874,1962,19113
"Hoare, Maria Eliza","['Hoare, E., Mrs.', 'Hoare, M. E.']",,,19114
"Degering, Hermann","['Degering, H.']",1866,1942,19115
"Pienaar, E. C. (Eduard Christiaan)","['Pienaar, Eduard Christiaan']",1882,1949,19116
"Celliers, Jan François Elias","['Celliers, Jan F. E.', 'Celliers, Jan Francois Elias', 'Celliers, Johannes François Elias']",1865,1940,19117
"Malherbe, Daniel François","['Malherbe, D. F. (Daniel François)', 'Malherbe, Daniel Francois']",1881,1969,19118
"Peery, R. B. (Rufus Benton)","['Peery, Rufus Benton']",1868,,19119
"Isaacsen, Adolph",[],,,19120
"Clifford, Josephine",[],1838,,19121
"Bisland, Elizabeth","['Wetmore, Elizabeth Bisland']",1861,1929,19122
"Meany, Edmond S. (Edmond Stephen)","['Meany, Edmond Stephen']",1862,1935,19123
"Varnum, William H. (William Harrison)","['Varnum, William Harrison']",1878,1946,19124
"Thaly, Kálmán","['Thaly, Kalman']",1839,1909,19125
"Balassa, Bálint, báró","['Balassa, Balint, baro', 'Balassi, Bálint, báró']",1554,1594,19126
"Moor, J. F. (John Frewen)","['Moor, John Frewen']",,,19127
"Wilkins, W. A.",[],,,19128
"Kellogg, Samuel H. (Samuel Henry)","['Kellogg, S. H. (Samuel Henry)', 'Kellogg, Samuel Henry']",1839,1899,19129
"Santos-Dumont, Alberto","['Dumont, Santos']",1873,1932,19130
"Guthe, Carl E. (Carl Eugen)","['Guthe, C. E. (Carl Eugen)', 'Guthe, Carl Eugen']",1893,1974,19131
"Lehtonen, Vihtori",[],,,19132
"Harris, Albert W. (Albert Wadsworth)",[],1867,1958,19133
"Quilter, Harry",[],1851,1907,19134
"Wiltshire, Thomas",[],,,19135
"Burdick, Arthur J. (Arthur Jerome)",[],1858,,19136
"Faux, W. (William)","['Faux, William']",,,19137
"Welby, Adlard",[],,,19138
"McCall, Sidney","['McCall, S. W.']",,,19139
"Atherton, William",[],,,19140
"Thurston, Maud",[],,,19141
"Scott, John Robert",[],,,19142
"O'Neale, Lila M. (Lila Morris)","[""O'Neale, Lila Morris""]",1886,1948,19143
"Chamfort, Sébastien-Roch-Nicolas","['Chamfort, M. de (Sébastien-Roch-Nicolas)', 'Chamfort, N. (Nicolas)', 'Chamfort, Sebastien-Roch-Nicolas', 'Champfort, Sebastien-Roch-Nicolas', 'Nicolas, Sébastien Roch']",,1794,19144
"Auguis, P. R. (Pierre René)","['Auguis, P. R. (Pierre Rene)', 'Auguis, Pierre René']",1786,1846,19145
"Broadley, Arthur",[],,,19146
"Stine, Thomas Ostenson",[],,,19147
"Guppy, H. B. (Henry Brougham)","['Guppy, Henry Brougham']",1854,1926,19148
"Jack, James",[],,,19149
"Boerker, Richard H. D. (Richard Hans Douai)","['Boerker, Richard H. Douai', 'Boerker, Richard Hans Douai']",1887,,19150
"Cobb, G. C.",[],,,19151
"Cooley, Jack",[],,,19152
"Heine, Frank R.",[],,,19153
"Waller, S. E. (Samuel Edmund)","['Waller, Samuel Edmund']",1850,1903,19154
"Mundell, Frank",[],,,19155
"Menardos, Simos",[],1872,1933,19156
"Marshall, Charles Hunt","['Marshall, Chas. H.']",,,19157
"Scheltema, J. F. (Johann Friedrich )","['Scheltema, Johann Friedrich']",1855,1922,19158
"Goodrich, Charles A. (Charles Augustus)","['Goodrich, Charles Augustus']",1790,1862,19159
"Wood, Theodore",[],1862,1923,19160
"Gilmore, John",[],,,19161
"Dover, George Agar Ellis, Baron","['Dover, Lord', 'Ellis, George Agar, Baron Dover']",1797,1833,19162
J. Hatchard and Son,"['Hatchard & Son', 'Hatchard and Son', 'J. Hatchard & Son', 'John Hatchard and Son']",,,19163
"Audibert, J.-F. (Joseph-François)","['Audibert, J.-F. (Joseph-Francois)', 'Audibert, Joseph', 'Audibert, Joseph F.', 'Audibert, Joseph-François']",,,19164
"Whitson, John Harvey","['Whitson, John H.']",1854,1936,19165
"Brodhead, J. Napier (Jane Napier)","['Brodhead, Jane Milliken Napier', 'Brodhead, Jane Napier']",,,19166
"Cook, Joseph","['Cook, F. Joseph', 'Cook, Flavius J. (Flavius Josephus)', 'Cook, Flavius Josephus']",1838,1901,19167
National Temperance Society and Publication House,[],,,19168
"Shinn, Florence Scovel","['Scovel-Shinn, Florence']",1871,1940,19169
"Pratt, Edwin A.","['Pratt, E. A. (Edwin A.)']",1854,1922,19170
"Wilson, Joseph Robert","['Wilson, Joseph R.']",1886,,19171
"Lopez, Sabatino",[],1867,1951,19172
"Chaplin, Charlie","['Chaplin, Charles Spencer']",1889,1977,19173
"Tyree, Marion Cabell",[],1826,1912,19174
"Parkman, Mary Rosetta","['Parkman, Mary R.']",1875,1941,19175
"Rankaves, Alexandros Rizos","['Rangavis, Alexandros', 'Rankabes, Alexandros Rizos', 'Rankaves, A. R. (Alexandros Rizos)', 'Ραγκαβής, Αλέξανδρος Ρίζος']",1809,1892,19176
"Clarke, Laurence (Laurence Ayscough)","['Clarke, Laurence Ayscough']",,,19177
"Turton, W. H. (William Harry)","['Turton, William Harry']",1856,1938,19178
"Haranghy, Jeno",[],1894,1951,19179
"Ingerson, Frank",[],,,19180
"Carter, Raymond",[],,,19181
"Evans, George Fullerton",[],,,19182
William Blackwood and Sons,"['Blackwood and Sons', 'William Blackwood & Sons']",,,19183
"Gibson, Louis H. (Louis Henry)","['Gibson, Louis Henry']",1854,,19184
"Jones, George","['George, Count Joannes']",1810,1879,19185
"Sessions, Frederick",[],,,19186
"Nelson, George",[],1786,1859,19187
"Love, George Thomas",[],,1845,19188
"Musters, George C.","['Musters, George Chatworth', 'Musters, George Chaworth']",1841,1879,19189
"Ballard, Edward",[],1804,1870,19190
"Hoernes, Hermann","['Hoernes, H. (Hermann)', 'Hornes, Herm. (Hermann)', 'Hörnes, Herm. (Hermann)']",1858,1948,19191
"O'Brien, Pat",[],,1920,19192
"Williams, Robert Folkestone","['Williams, Folkestone']",1804,1872,19193
"Hooker, John","['Hoker, Iohn', 'Hoker, John', 'Hooker, Iohn', 'Vowel, Iohn', 'Vowell, Iohn', 'Vowell, John']",,1601,19194
"Richards, Clarice E.",[],,,19195
"Pangalos, Alexandros","['Πάγκαλος, Αλέξανδρος']",,,19196
"Stamatiades, Epameinondas I.","['Stamatiades, E. (Epameinondas)', 'Stamatiadis, Epaminondas', 'Σταματιάδης, Επαμεινώνδας']",1835,1901,19197
"Newth, Samuel",[],1821,1898,19198
"Spurgeon, C. H. (Charles Haddon)","['Spurgeon, Charles', 'Spurgeon, Charles H. (Charles Haddon)', 'Spurgeon, Charles Haddon']",1834,1892,19199
"Wentworth, Patricia","['Elles, Dora Amy', 'Turnbull, Dora Amy']",1878,1961,19200
"Bowen, Marjorie","['Campbell, Gabrielle Margaret Vere', 'Campbell, Margaret', 'Costanzo, Gabrielle Margaret Vere Campbell', 'Long, Gabrielle Margaret Vere Campbell', 'Long, Margaret Gabrielle Vere Campbell', 'Long, Mrs. Arthur', 'Paye, Robert']",1888,1952,19201
"Lawrence, Amos",[],1786,1852,19202
"Lawrence, William R.","['Lawrence, William Richards']",1812,1855,19203
"Morton, John Maddison","['Morton, J. M. (John Maddison)', 'Morton, Maddison']",1811,1891,19204
"Furne, Charles",[],1794,1859,19205
"Sanders, Helen Fitzgerald","['Fitzgerald, Helen']",1883,,19206
"Barcynska, Countess (Hélène)","['Barcynska, Countess (Helene)', 'Barcynska, Hélène, Countess']",1894,1964,19207
"O'Brien, Henry",[],1808,1835,19208
"Robinson, H. P. (Henry Peach)","['Robinson, Henry Peach']",1830,1901,19209
"Sanderson, Margaret Love",[],,,19210
"Evers, Maude Martin",[],,,19211
"Moir, George",[],1800,1870,19212
"Rutherford, Samuel","['Retorfortis, Samuel', 'Rhetorfortis, Samuel', 'Rutherfurd, Samuel']",,1661,19213
"Dennistoun, James",[],1803,1855,19214
"Bennett, Henry Holcomb",[],1863,1924,19215
"Delpit, Édouard","['Delpit, Edouard']",1844,1900,19216
"Oksanen, Vilho",[],,,19217
"Parkes, William Theodore",[],,1908,19218
"Finberg, A. J. (Alexander Joseph)","['Finberg, Alexander Joseph']",1866,1939,19219
"Bloomfield, Edward",[],,,19220
"Emerton, J. H. (James Henry)","['Emerton, James H.', 'Emerton, James Henry']",1847,1930,19221
"Pascoli, Giovanni",[],1855,1912,19222
"Sheffield, Henry North Holroyd, Earl of","['Holroyd, Henry North, Earl of Sheffield']",1832,1909,19223
"Curl, Mervin James",[],,,19224
"Dale, Horace C.",[],,,19225
"Hutchinson, H. N. (Henry Neville)","['Hutchinson, Henry Neville']",1856,1927,19226
"Smit, Joseph","['Smit, J. (Joseph)']",1836,1929,19227
